t[Ts]	C_l(t)	C_h(t)	N_l(t)	N_h(t)	E_l(t)	E_h(t)	A_LL(t)	A_HL(t)	A_HH(t)	A_L(t)	A_H(t)	A(t)
27700007.876440138	115.331	19.3904	1.92777	0.886547	0	0	0	0	0	0	0	0
27799988.278159797	115.388	19.3334	1.93647	0.888007	0	0	0	0	0	0	0	0
27899968.67987946	115.445	19.2768	1.94518	0.889463	0	0	0	0	0	0	0	0
27999949.081599124	115.501	19.2204	1.95388	0.890915	0	0	0	0	0	0	0	0
28100062.08332107	115.557	19.1645	1.9626	0.892362	0	0	0	0	0	0	0	0
28200042.48504073	115.613	19.1088	1.97131	0.893806	0	0	0	0	0	0	0	0
28300022.886760395	115.668	19.0535	1.98003	0.895245	0	0	0	0	0	0	0	0
28400003.28848006	115.723	18.9985	1.98876	0.896679	0	0	0	0	0	0	0	0
28499983.69019972	115.778	18.9438	1.99749	0.89811	0	0	0	0	0	0	0	0
28599964.091919385	115.832	18.8895	2.00622	0.899537	0	0	0	0	0	0	0	0
28699944.493639044	115.886	18.8354	2.01496	0.900959	0	0	0	0	0	0	0	0
28800057.495360985	115.94	18.7817	2.0237	0.902378	0	0	0	0	0	0	0	0
28900037.89708065	115.993	18.7283	2.03245	0.903792	0	0	0	0	0	0	0	0
29000018.298800316	116.046	18.6752	2.0412	0.905202	0	0	0	0	0	0	0	0
29099998.700519975	116.099	18.6224	2.04995	0.906609	0	0	0	0	0	0	0	0
29199979.10223964	116.152	18.5699	2.05871	0.908011	0	0	0	0	0	0	0	0
29299959.503959306	116.204	18.5178	2.06747	0.90941	0	0	0	0	0	0	0	0
29399939.90567897	116.256	18.4659	2.07623	0.910804	0	0	0	0	0	0	0	0
29500052.90740091	116.307	18.4143	2.085	0.912195	0	0	0	0	0	0	0	0
29600033.309120577	116.359	18.363	2.09378	0.913582	0	0	0	0	0	0	0	0
29700013.710840233	116.41	18.312	2.10255	0.914965	0	0	0	0	0	0	0	0
29799994.112559896	116.46	18.2613	2.11134	0.916344	0	0	0	0	0	0	0	0
29899974.51427956	116.511	18.2109	2.12012	0.917719	0	0	0	0	0	0	0	0
29999954.915999223	116.561	18.1607	2.12891	0.91909	0	0	0	0	0	0	0	0
30099935.31771889	116.611	18.1109	2.1377	0.920458	0	0	0	0	0	0	0	0
30200048.31944083	116.66	18.0613	2.1465	0.921822	0	0	0	0	0	0	0	0
30300028.721160494	116.71	18.012	2.1553	0.923182	0	0	0	0	0	0	0	0
30400009.122880157	116.759	17.9629	2.1641	0.924539	0	0	0	0	0	0	0	0
30499989.524599824	116.807	17.9142	2.17291	0.925892	0	0	0	0	0	0	0	0
30599969.92631948	116.856	17.8657	2.18172	0.927241	0	0	0	0	0	0	0	0
